doc,type,topic,count
1440,1151,7,1
1440,1442,5,3
1440,2155,5,2
1440,2201,6,1
1440,4284,6,1
1440,4500,5,2
1440,4697,5,1
1440,4697,6,1
1440,6712,5,2
1440,6713,5,1
1440,6714,5,1
1440,6715,6,1
1440,6716,5,1
1441,2,4,1
1441,4,7,3
1441,12,7,1
1441,83,4,1
1441,143,9,1
1441,170,7,1
1441,249,7,2
1441,253,7,2
1441,256,7,1
1441,391,7,3
1441,407,7,1
1441,476,7,2
1441,549,7,2
1441,567,7,1
1441,658,7,1
1441,695,7,1
1441,918,7,1
1441,1151,7,3
1441,1826,7,3
1441,2491,7,1
1441,6717,7,1
1441,6718,7,1
1442,4,7,2
1442,90,7,1
1442,204,7,3
1442,253,7,2
1442,391,7,2
1442,440,7,2
1442,891,7,1
1442,924,7,1
1442,1093,7,1
1442,1484,7,1
1442,1692,7,4
1442,1826,7,2
1442,1969,0,2
1442,2227,7,1
1442,2798,7,1
1442,3983,7,1
1442,4325,7,1
1442,4770,7,1
1442,4772,7,2
1442,6231,7,1
1442,6571,7,1
1442,6719,7,1
1443,27,2,1
1443,122,4,1
1443,155,0,1
1443,158,2,2
1443,266,0,3
1443,368,6,2
1443,431,4,1
1443,443,0,1
1443,497,4,1
1443,499,0,1
1443,516,1,1
1443,536,0,1
1443,564,2,1
1443,584,4,1
1443,585,2,1
1443,601,1,1
1443,833,0,1
1443,980,0,1
1443,1179,6,1
1443,1213,0,3
1443,1382,0,3
1443,2099,2,1
1443,2144,2,1
1443,2245,0,2
1443,3515,0,1
1443,4089,2,1
1443,4289,0,1
1443,5454,0,3
1443,5486,0,1
1443,6218,0,1
1443,6720,2,1
1443,6721,0,1
1444,4,7,3
1444,12,7,1
1444,51,7,1
1444,119,7,1
1444,210,6,1
1444,240,1,1
1444,249,7,3
1444,253,7,7
1444,391,7,2
1444,407,7,3
1444,485,6,1
1444,491,7,1
1444,536,7,3
1444,549,6,1
1444,549,7,2
1444,609,7,2
1444,614,8,1
1444,682,6,1
1444,690,7,2
1444,828,4,1
1444,886,1,1
1444,886,4,1
1444,918,7,6
1444,937,6,1
1444,1055,7,1
1444,1151,7,1
1444,1220,7,1
1444,1361,7,1
1444,1365,7,1
1444,1484,7,2
1444,1826,7,2
1444,1827,7,1
1444,2025,7,2
1444,2077,7,1
1444,2083,6,1
1444,2083,7,1
1444,3194,6,1
1444,4139,6,1
1444,4158,7,1
1444,4753,7,3
1444,4866,7,1
1444,4876,7,1
1444,5598,7,2
1444,6722,7,1
1445,4,6,1
1445,37,6,1
1445,227,8,1
1445,249,6,1
1445,292,8,1
1445,335,8,1
1445,353,8,1
1445,499,8,2
1445,724,6,1
1445,1153,8,1
1445,1442,6,1
1445,1721,8,1
1445,1989,8,1
1445,3972,6,1
1445,4189,6,1
1445,4734,6,3
1445,4919,6,1
1445,5171,6,1
1445,5924,2,1
1446,40,3,2
1446,48,3,3
1446,51,1,1
1446,52,1,1
1446,113,4,1
1446,117,1,1
1446,130,3,6
1446,171,3,1
1446,282,3,2
1446,364,3,3
1446,549,4,3
1446,594,3,1
1446,648,4,1
1446,784,4,1
1446,805,1,1
1446,814,4,3
1446,868,1,1
1446,911,3,1
1446,924,1,1
1446,1139,1,1
1446,1232,1,1
1446,1232,3,1
1446,1243,1,1
1446,1337,1,1
1446,1368,3,2
1446,1392,3,1
1446,1395,3,2
1446,1870,1,1
1446,1983,3,3
1446,2196,3,1
1446,2763,1,1
1446,3747,4,1
1446,4768,4,3
1446,5438,3,1
1446,6723,1,1
1446,6724,3,1
1447,4,1,2
1447,5,1,1
1447,60,1,1
1447,103,5,1
1447,113,1,1
1447,130,5,1
1447,380,1,1
1447,401,1,1
1447,402,1,2
1447,549,1,2
1447,574,1,2
1447,722,1,1
1447,743,1,1
1447,778,2,1
1447,864,1,1
1447,1128,1,1
1447,1334,1,3
1447,2016,1,1
1447,3150,5,1
1447,3899,5,1
1447,5837,1,2
1447,6313,1,2
1447,6380,1,3
1447,6725,5,1
1447,6726,1,1
1448,4,3,1
1448,36,4,1
1448,40,3,4
1448,47,3,3
1448,62,3,1
1448,62,5,1
1448,78,4,1
1448,83,4,1
1448,89,3,1
1448,90,4,2
1448,91,3,1
1448,102,3,1
1448,102,4,1
1448,116,4,1
1448,182,3,1
1448,269,5,1
1448,300,3,1
1448,300,4,1
1448,318,4,1
1448,319,4,1
1448,364,3,1
1448,399,4,1
1448,407,4,1
1448,429,4,2
1448,429,5,1
1448,444,4,1
1448,487,4,1
1448,492,4,2
1448,500,3,3
1448,501,3,1
1448,503,3,1
1448,564,4,2
1448,606,4,3
1448,622,3,2
1448,648,4,1
1448,828,4,2
1448,904,2,1
1448,1002,4,1
1448,1040,3,1
1448,1099,4,3
1448,1150,4,1
1448,1164,4,1
1448,1520,4,1
1448,1599,4,1
1448,1795,3,3
1448,1797,3,3
1448,1893,3,3
1448,2458,4,1
1448,2580,3,1
1448,2696,3,1
1448,5942,2,1
1449,158,7,1
1449,234,4,1
1449,249,7,3
1449,253,7,2
1449,391,7,4
1449,407,7,1
1449,914,7,1
1449,918,7,1
1449,1484,7,2
1449,1826,7,4
1449,2763,8,1
1449,2949,7,2
1449,4089,7,1
1449,4700,7,2
1449,4751,7,1
1449,5886,7,1
1450,0,9,4
1450,74,9,1
1450,75,9,2
1450,87,5,2
1450,91,2,1
1450,115,2,4
1450,115,9,2
1450,119,2,2
1450,123,9,1
1450,130,2,1
1450,130,5,1
1450,130,9,2
1450,158,2,1
1450,208,9,1
1450,240,9,1
1450,264,2,1
1450,264,9,2
1450,300,9,1
1450,319,2,1
1450,353,2,1
1450,488,2,1
1450,507,9,2
1450,802,9,2
1450,1983,9,1
1450,1990,2,1
1450,5497,2,1
1450,6727,2,1
1451,4,3,1
1451,4,6,3
1451,6,2,1
1451,18,6,1
1451,23,8,1
1451,30,4,1
1451,38,6,1
1451,51,2,1
1451,56,4,1
1451,82,4,1
1451,91,2,1
1451,110,4,1
1451,126,6,1
1451,158,2,1
1451,249,6,7
1451,256,4,1
1451,282,4,1
1451,319,4,1
1451,392,6,2
1451,399,6,1
1451,408,2,1
1451,431,6,1
1451,564,2,1
1451,564,4,2
1451,598,4,2
1451,605,4,1
1451,609,2,1
1451,639,6,1
1451,682,6,1
1451,785,4,1
1451,799,2,1
1451,880,6,2
1451,891,6,1
1451,946,6,1
1451,1116,6,1
1451,1155,4,1
1451,1348,6,2
1451,1355,4,1
1451,1403,4,1
1451,1611,4,1
1451,1651,6,1
1451,2083,6,3
1451,2387,2,1
1451,2387,6,1
1451,2423,2,2
1451,2585,2,1
1451,2833,4,5
1451,3146,6,1
1451,3424,6,1
1451,3578,2,1
1451,3582,2,2
1451,3972,6,2
1451,4390,2,1
1451,4447,6,1
1451,4494,6,1
1451,4509,4,1
1451,4509,6,2
1451,4753,6,1
1451,5692,6,1
1451,6728,6,1
1451,6729,8,1
1451,6730,6,1
1451,6731,6,1
1451,6732,4,1
1452,0,9,3
1452,1,9,5
1452,5,9,1
1452,30,4,2
1452,30,9,2
1452,90,1,1
1452,119,9,1
1452,127,9,1
1452,158,4,1
1452,158,9,2
1452,188,1,1
1452,240,9,1
1452,313,1,2
1452,392,4,1
1452,392,9,3
1452,398,4,1
1452,436,9,1
1452,437,4,1
1452,438,9,1
1452,536,9,1
1452,601,9,1
1452,627,2,1
1452,641,4,1
1452,853,9,5
1452,992,9,1
1452,1180,9,2
1452,1941,9,2
1452,2250,9,1
1452,3505,9,1
1452,5933,4,1
1452,6733,9,2
1452,6734,9,1
1453,4,6,1
1453,5,6,1
1453,6,1,1
1453,55,2,1
1453,88,2,1
1453,91,6,1
1453,119,2,2
1453,157,6,2
1453,158,2,1
1453,172,1,1
1453,249,6,7
1453,263,4,1
1453,318,2,1
1453,324,2,2
1453,324,6,2
1453,353,2,1
1453,359,2,1
1453,368,6,1
1453,431,2,1
1453,469,2,5
1453,476,6,1
1453,564,2,1
1453,572,6,1
1453,598,6,1
1453,609,2,1
1453,609,6,1
1453,612,6,1
1453,696,1,1
1453,696,2,1
1453,721,6,1
1453,906,6,2
1453,973,2,1
1453,1085,2,1
1453,1116,6,1
1453,1164,6,1
1453,1224,2,1
1453,1236,6,2
1453,1347,2,1
1453,1538,6,2
1453,1554,6,3
1453,1598,6,1
1453,1611,6,1
1453,1701,6,2
1453,1722,6,1
1453,1766,7,1
1453,1791,4,1
1453,1856,2,1
1453,1924,2,1
1453,2048,2,1
1453,2065,6,6
1453,2348,4,1
1453,2387,6,1
1453,3154,4,1
1453,3725,6,2
1453,3972,6,2
1453,4158,6,2
1453,4350,6,1
1453,4459,6,1
1453,4482,6,1
1453,4590,2,1
1453,4915,4,1
1453,4923,6,3
1453,4931,6,5
1453,5185,6,1
1453,6335,1,1
1453,6735,6,2
1453,6736,6,1
1453,6737,6,1
1453,6738,6,1
1453,6739,2,1
1454,27,4,1
1454,40,3,2
1454,41,3,2
1454,42,3,2
1454,47,3,3
1454,50,3,2
1454,52,3,1
1454,158,3,1
1454,502,3,1
1454,609,3,1
1454,933,4,2
1454,1641,3,1
1454,2751,4,1
1454,3651,3,1
1455,10,3,2
1455,40,3,1
1455,60,1,1
1455,198,3,1
1455,260,3,2
1455,296,3,1
1455,313,8,1
1455,358,3,1
1455,389,3,1
1455,438,3,1
1455,536,3,1
1455,567,3,1
1455,588,3,2
1455,589,3,3
1455,740,3,1
1455,810,1,1
1455,938,1,1
1455,951,3,1
1455,2803,1,1
1455,5166,3,1
1455,5736,3,1
1455,6355,3,1
1456,4,1,1
1456,5,2,1
1456,10,9,1
1456,23,2,1
1456,40,3,5
1456,89,3,3
1456,109,4,1
1456,116,4,1
1456,130,3,3
1456,158,2,1
1456,171,3,1
1456,174,9,1
1456,182,3,1
1456,243,4,1
1456,282,3,1
1456,300,4,1
1456,319,3,1
1456,367,4,1
1456,407,4,1
1456,407,7,1
1456,411,4,1
1456,537,4,1
1456,573,4,1
1456,575,3,1
1456,680,4,1
1456,722,3,1
1456,747,3,1
1456,797,3,1
1456,834,2,1
1456,921,3,2
1456,921,4,1
1456,1073,2,1
1456,1132,3,1
1456,1384,3,1
1456,1829,2,1
1456,1838,2,1
1456,1922,2,2
1456,2107,4,1
1456,2329,4,1
1456,2864,4,1
1456,3008,4,1
1456,3082,1,1
1456,4687,3,2
1456,6740,9,1
1456,6741,3,1
1457,1,8,3
1457,9,0,1
1457,12,1,2
1457,12,8,9
1457,20,8,5
1457,28,0,1
1457,32,0,1
1457,73,0,1
1457,73,1,3
1457,76,8,1
1457,95,4,1
1457,96,8,2
1457,109,0,3
1457,124,0,1
1457,124,8,1
1457,139,8,1
1457,206,1,1
1457,206,4,1
1457,206,8,2
1457,282,8,1
1457,316,8,1
1457,319,4,1
1457,326,1,1
1457,335,8,1
1457,336,0,1
1457,336,8,1
1457,343,8,2
1457,359,8,2
1457,484,1,1
1457,536,0,2
1457,556,0,2
1457,636,1,1
1457,710,1,1
1457,711,0,1
1457,799,0,2
1457,922,0,5
1457,1034,0,1
1457,1052,1,1
1457,1099,0,1
1457,1165,0,5
1457,1187,8,1
1457,1246,8,1
1457,1262,0,1
1457,1347,1,1
1457,1359,8,1
1457,1640,4,1
1457,1692,8,1
1457,1827,4,1
1457,2245,0,5
1457,2451,0,4
1457,2472,8,1
1457,2862,8,1
1457,2917,8,1
1457,3047,0,1
1457,3413,0,2
1457,3413,8,1
1457,3721,8,1
1457,3802,0,1
1457,4806,0,1
1457,4810,8,1
1457,5003,0,1
1457,6742,0,1
1457,6743,1,1
1458,0,9,1
1458,76,9,1
1458,113,2,1
1458,115,9,2
1458,119,2,1
1458,158,2,2
1458,348,9,1
1458,438,9,2
1458,508,9,1
1458,555,9,1
1458,1347,2,1
1458,1942,9,1
1458,6744,9,1
1459,5,4,1
1459,12,1,1
1459,25,4,1
1459,73,7,1
1459,83,4,3
1459,90,4,1
1459,102,7,2
1459,110,4,1
1459,153,4,2
1459,158,4,1
1459,158,7,1
1459,170,7,1
1459,253,7,1
1459,295,4,1
1459,391,7,1
1459,407,7,2
1459,490,1,1
1459,918,7,2
1459,958,7,1
1459,997,7,1
1459,1024,7,1
1459,1140,7,1
1459,1151,7,1
1459,1223,7,1
1459,1403,4,2
1459,1448,4,1
1459,1484,7,2
1459,1826,7,1
1459,1866,4,1
1459,2756,4,1
1459,3438,4,1
1459,4441,2,1
1459,4733,7,1
1459,4911,7,1
1459,6745,7,1
1460,5,0,1
1460,5,1,1
1460,6,0,1
1460,9,0,2
1460,18,2,1
1460,27,4,1
1460,34,0,1
1460,38,2,1
1460,64,1,1
1460,64,4,1
1460,88,0,1
1460,95,4,1
1460,109,0,3
1460,113,0,1
1460,132,4,2
1460,152,4,1
1460,158,4,1
1460,170,1,1
1460,182,3,1
1460,204,0,1
1460,300,2,1
1460,319,2,1
1460,378,2,1
1460,400,0,1
1460,435,2,1
1460,443,1,1
1460,482,2,1
1460,492,4,1
1460,499,0,12
1460,509,1,1
1460,522,2,1
1460,524,0,6
1460,529,0,10
1460,547,2,1
1460,649,4,1
1460,653,0,1
1460,657,2,1
1460,794,0,2
1460,802,4,1
1460,807,1,1
1460,812,2,2
1460,824,0,1
1460,833,0,2
1460,856,0,1
1460,911,0,1
1460,947,1,1
1460,1019,4,1
1460,1033,0,1
1460,1041,2,1
1460,1052,0,3
1460,1052,2,1
1460,1087,0,1
1460,1145,0,3
1460,1159,0,1
1460,1164,0,1
1460,1308,4,1
1460,1482,2,1
1460,1510,0,1
1460,1658,0,1
1460,1742,0,2
1460,1827,2,1
1460,1827,4,1
1460,1868,1,1
1460,1921,0,1
1460,1969,0,14
1460,2183,1,1
1460,2205,0,1
1460,2245,0,18
1460,2247,0,2
1460,2369,0,1
1460,2428,4,1
1460,2452,0,2
1460,2530,0,1
1460,2569,0,5
1460,2781,0,1
1460,3124,0,1
1460,3145,4,1
1460,3335,0,1
1460,3471,4,1
1460,3692,4,1
1460,3787,4,1
1460,3936,2,1
1460,4348,0,1
1460,4465,0,1
1460,5175,0,1
1460,5286,4,1
1460,5454,0,15
1460,5486,0,4
1460,5827,1,1
1460,5956,2,1
1460,6218,0,8
1460,6646,0,1
1460,6746,0,1
1460,6747,1,1
1460,6748,4,1
1460,6749,0,2
1460,6750,2,1
1460,6751,0,1
1460,6752,0,1
1460,6753,1,1
1461,5,5,1
1461,50,3,1
1461,50,5,1
1461,97,5,1
1461,128,9,1
1461,133,5,1
1461,158,2,2
1461,206,8,1
1461,263,1,1
1461,264,8,1
1461,281,2,1
1461,318,2,2
1461,583,5,1
1461,724,5,1
1461,732,5,1
1461,922,5,1
1461,1145,8,1
1461,1577,5,1
1461,1873,8,1
1461,2452,0,4
1461,2651,9,1
1461,3843,5,2
1461,3915,5,2
1461,4117,2,1
1461,6390,0,1
1461,6538,5,2
1461,6754,5,1
1461,6755,5,1
1462,5,1,1
1462,30,4,1
1462,158,2,1
1462,435,1,1
1462,497,4,2
1462,609,6,1
1462,639,1,1
1462,640,1,1
1462,657,6,1
1462,1756,1,1
1462,5422,1,1
1462,6013,1,1
1462,6756,1,1
1463,3,7,1
1463,4,1,1
1463,4,6,1
1463,4,7,1
1463,40,3,2
1463,47,3,2
1463,50,3,1
1463,55,3,1
1463,89,2,2
1463,89,3,1
1463,107,7,1
1463,249,7,1
1463,273,5,1
1463,292,4,1
1463,299,3,1
1463,300,3,1
1463,354,3,2
1463,359,2,1
1463,433,2,1
1463,437,2,1
1463,438,3,1
1463,505,3,1
1463,620,6,1
1463,621,1,1
1463,632,3,1
1463,806,1,1
1463,824,2,1
1463,928,3,1
1463,1132,3,1
1463,1447,3,1
1463,1932,2,1
1463,6757,3,1
1463,6758,3,2
1463,6759,4,1
1463,6760,3,1
1464,4,6,1
1464,12,2,1
1464,51,2,1
1464,158,2,1
1464,209,2,1
1464,282,2,1
1464,353,2,3
1464,686,2,3
1464,1099,2,1
1464,1307,2,1
1464,1653,2,1
1464,2747,2,2
1464,3972,6,2
1464,4189,6,1
1464,4416,2,1
1464,6212,2,1
1464,6213,2,1
1464,6761,2,2
1464,6762,6,1
1465,4,6,1
1465,4,7,1
1465,55,6,1
1465,83,6,1
1465,282,6,2
1465,431,6,1
1465,492,4,1
1465,593,6,3
1465,884,2,1
1465,909,6,3
1465,1002,6,1
1465,1052,2,1
1465,1061,6,1
1465,1116,6,1
1465,1515,4,1
1465,3972,6,2
1465,6231,6,1
1465,6763,6,1
1466,68,6,1
1466,257,2,1
1466,257,6,2
1466,308,6,1
1466,313,6,1
1466,392,6,1
1466,408,2,1
1466,414,0,2
1466,548,6,6
1466,549,6,1
1466,657,6,4
1466,880,6,3
1466,2759,6,1
1466,3972,6,2
1466,5159,6,1
1466,6764,6,1
1467,36,2,1
1467,40,3,4
1467,47,3,1
1467,55,2,2
1467,55,3,1
1467,55,4,1
1467,89,2,1
1467,110,2,1
1467,115,2,2
1467,117,2,2
1467,130,2,1
1467,130,3,2
1467,135,2,1
1467,153,4,1
1467,158,2,6
1467,179,2,1
1467,208,2,1
1467,208,3,1
1467,237,2,1
1467,240,4,1
1467,249,7,1
1467,256,2,2
1467,282,2,2
1467,282,3,2
1467,300,3,1
1467,318,4,1
1467,329,2,1
1467,353,2,1
1467,357,2,1
1467,362,4,1
1467,431,2,2
1467,466,4,1
1467,485,2,1
1467,564,2,1
1467,583,5,1
1467,592,2,1
1467,648,4,1
1467,682,2,2
1467,722,2,2
1467,751,2,3
1467,778,2,1
1467,950,2,1
1467,1002,2,2
1467,1024,2,1
1467,1161,4,1
1467,1293,2,1
1467,1431,3,1
1467,1434,2,1
1467,1482,2,1
1467,1493,2,1
1467,1572,4,1
1467,1746,2,2
1467,2035,2,2
1467,2425,2,1
1467,2557,2,1
1467,2641,2,1
1467,3424,2,1
1467,3923,4,1
1467,4337,4,1
1467,5066,4,1
1467,5131,2,1
1467,5995,2,1
1467,6765,2,1
1467,6766,2,1
1467,6767,2,2
1467,6768,2,1
1467,6769,2,1
1467,6770,2,1
1467,6771,4,1
1468,3,7,1
1468,4,3,1
1468,12,7,1
1468,25,4,1
1468,34,4,1
1468,55,4,1
1468,102,4,1
1468,102,7,1
1468,119,7,1
1468,158,7,1
1468,253,7,1
1468,257,7,1
1468,333,7,1
1468,353,2,1
1468,356,4,1
1468,373,7,1
1468,391,7,1
1468,407,7,2
1468,431,7,1
1468,440,7,2
1468,522,7,1
1468,549,7,1
1468,802,4,1
1468,918,7,1
1468,958,7,1
1468,1016,4,1
1468,1158,7,1
1468,1572,7,1
1468,1718,7,1
1468,1826,7,1
1468,1827,7,1
1468,2025,7,1
1468,2124,4,1
1468,2222,4,1
1468,2265,7,1
1468,3826,7,1
1468,4153,4,1
1468,4294,7,1
1468,4335,7,1
1468,4733,7,2
1468,6772,7,1
1469,4,6,1
1469,27,4,1
1469,30,6,1
1469,33,6,1
1469,34,4,1
1469,51,6,1
1469,170,6,1
1469,204,6,1
1469,210,6,4
1469,249,6,7
1469,321,6,2
1469,362,4,1
1469,399,6,1
1469,431,6,1
1469,485,6,2
1469,573,4,2
1469,573,6,1
1469,579,4,1
1469,614,6,1
1469,682,6,1
1469,721,4,1
1469,725,4,1
1469,799,4,1
1469,1174,6,3
1469,1538,6,1
1469,1944,4,1
1469,2136,4,1
1469,2201,6,2
1469,3735,6,3
1469,3972,6,3
1469,4256,6,1
1469,4733,6,2
1469,5125,6,2
1470,6,0,1
1470,119,0,1
1470,154,0,2
1470,264,0,1
1470,594,0,1
1470,871,0,1
1470,906,1,1
1470,1001,0,1
1470,1099,4,1
1470,1174,0,1
1470,1644,0,2
1470,1723,1,1
1470,1921,1,1
1470,1969,0,1
1470,2149,1,1
1470,2245,0,2
1470,2299,0,2
1470,2841,1,1
1470,3861,0,1
1470,3879,1,1
1470,4125,0,1
1470,4157,0,1
1470,4210,0,1
1470,4356,1,1
1470,4703,4,1
1470,6118,0,1
1470,6773,0,1
1470,6774,0,1
1470,6775,0,1
1471,4,6,5
1471,5,6,1
1471,38,6,3
1471,55,6,1
1471,84,6,1
1471,204,6,1
1471,210,6,3
1471,227,1,1
1471,249,6,4
1471,319,6,1
1471,319,8,1
1471,343,8,1
1471,365,6,1
1471,402,4,2
1471,402,6,1
1471,431,6,1
1471,499,8,3
1471,549,6,2
1471,554,4,1
1471,555,8,1
1471,555,9,1
1471,564,6,1
1471,564,8,2
1471,573,4,1
1471,635,6,1
1471,640,6,1
1471,648,6,1
1471,690,6,2
1471,828,8,1
1471,926,6,1
1471,937,6,1
1471,941,6,1
1471,950,6,1
1471,1116,6,1
1471,1228,6,1
1471,1484,6,1
1471,2083,6,1
1471,2641,6,1
1471,2724,6,1
1471,3933,6,5
1471,3934,6,5
1471,3935,6,4
1471,3972,6,3
1471,4003,6,2
1471,4139,6,1
1471,4256,6,2
1471,4521,6,1
1471,5497,6,1
1471,5671,6,1
1471,6776,6,1
1471,6777,3,1
1472,4,7,2
1472,34,4,1
1472,51,4,1
1472,73,1,1
1472,73,7,1
1472,124,4,1
1472,174,1,2
1472,253,7,3
1472,368,7,4
1472,391,7,3
1472,414,4,1
1472,476,7,2
1472,549,4,1
1472,564,4,1
1472,653,8,1
1472,806,7,1
1472,807,1,1
1472,807,7,2
1472,843,1,2
1472,886,4,1
1472,958,7,1
1472,1052,1,1
1472,1099,4,1
1472,1209,7,1
1472,1220,7,3
1472,1347,1,1
1472,1655,4,2
1472,1718,7,2
1472,1720,7,1
1472,1826,7,3
1472,2163,7,1
1472,2444,7,2
1472,2792,7,1
1472,3029,4,1
1472,3097,1,1
1472,3377,7,1
1472,3701,7,1
1472,3983,7,3
1472,4008,4,1
1472,6778,7,1
1473,1,9,1
1473,12,6,2
1473,117,6,1
1473,183,6,1
1473,249,6,3
1473,281,6,1
1473,307,6,1
1473,353,2,1
1473,485,6,1
1473,805,6,2
1473,1028,9,1
1473,1116,6,2
1473,1120,6,1
1473,1174,6,1
1473,1348,6,1
1473,1650,6,1
1473,1660,6,1
1473,2571,6,1
1473,3725,6,1
1473,3935,6,3
1473,3972,6,2
1473,4222,6,1
1473,4256,6,1
1473,4271,6,2
1473,4428,6,1
1473,4454,6,2
1473,4570,6,1
1473,6779,6,1
1474,4,5,1
1474,5,3,3
1474,25,4,1
1474,27,5,1
1474,40,3,4
1474,46,5,1
1474,47,3,3
1474,55,3,1
1474,57,3,1
1474,62,5,1
1474,64,5,1
1474,182,3,2
1474,220,3,1
1474,234,4,1
1474,300,3,1
1474,492,4,2
1474,500,3,5
1474,657,3,2
1474,657,5,1
1474,921,4,1
1474,926,3,1
1474,928,3,1
1474,1003,3,2
1474,1003,5,2
1474,1016,4,1
1474,1016,5,1
1474,1024,3,1
1474,1272,3,2
1474,1328,3,1
1474,1599,4,1
1474,1842,3,2
1474,1940,4,1
1474,1950,3,2
1474,2011,5,1
1474,2078,4,1
1474,2155,5,2
1474,2202,3,2
1474,2433,4,1
1474,2585,4,1
1474,2942,4,1
1474,3675,3,1
1474,4225,5,1
1474,4848,4,1
1474,4848,5,1
1474,5479,4,1
1474,5977,3,1
1474,6780,4,2
1475,40,3,1
1475,48,3,1
1475,130,3,1
1475,225,3,1
1475,360,2,1
1475,564,2,1
1475,568,2,1
1475,584,3,1
1475,614,3,1
1475,919,3,1
1475,1392,3,1
1475,1440,3,1
1475,6502,3,1
1476,4,1,1
1476,56,0,1
1476,133,0,2
1476,204,0,1
1476,282,6,1
1476,284,0,1
1476,336,0,2
1476,400,0,2
1476,414,0,5
1476,437,2,1
1476,499,0,1
1476,686,1,1
1476,686,2,1
1476,773,0,1
1476,773,2,1
1476,1030,2,1
1476,1070,2,2
1476,1101,0,5
1476,1210,2,1
1476,1525,1,1
1476,1550,1,2
1476,1969,0,2
1476,1971,0,1
1476,2433,4,1
1476,2956,1,2
1476,3480,0,2
1476,3554,0,1
1476,3725,0,3
1476,4244,1,1
1476,4485,0,1
1476,5294,0,2
1476,6182,0,2
1476,6781,0,6
1476,6782,0,2
1477,2,4,1
1477,5,6,1
1477,51,4,1
1477,73,1,1
1477,90,1,1
1477,90,4,1
1477,109,4,1
1477,549,4,1
1477,641,1,1
1477,657,5,1
1477,805,1,1
1477,1972,1,1
1477,2114,4,2
1477,3972,6,1
1477,4488,6,1
1477,6783,4,1
1477,6784,4,2
1477,6785,1,1
1478,4,1,1
1478,4,7,3
1478,5,7,1
1478,25,4,4
1478,25,7,1
1478,32,7,1
1478,34,4,1
1478,38,4,1
1478,49,2,1
1478,56,4,1
1478,64,4,1
1478,102,4,1
1478,132,4,1
1478,152,4,1
1478,153,4,1
1478,158,7,2
1478,170,7,1
1478,204,7,2
1478,229,1,1
1478,233,4,1
1478,249,7,5
1478,253,7,6
1478,321,1,1
1478,321,7,1
1478,391,7,8
1478,431,7,2
1478,492,4,1
1478,536,4,1
1478,549,7,2
1478,564,4,2
1478,570,1,1
1478,651,4,1
1478,690,7,1
1478,721,7,1
1478,797,4,1
1478,799,4,1
1478,898,4,1
1478,1028,4,1
1478,1063,1,2
1478,1106,7,2
1478,1151,7,2
1478,1220,7,1
1478,1308,1,1
1478,1308,4,1
1478,1394,4,1
1478,1484,7,6
1478,1611,7,1
1478,1818,2,1
1478,1826,7,8
1478,1851,7,1
1478,1974,7,1
1478,2029,7,1
1478,2077,2,1
1478,2138,7,1
1478,2220,7,1
1478,2314,1,1
1478,2326,1,1
1478,2545,7,1
1478,2581,7,1
1478,2706,2,1
1478,2887,4,1
1478,3348,4,2
1478,3563,4,1
1478,3576,4,1
1478,4158,7,2
1478,4459,4,1
1478,4668,7,1
1478,4700,7,1
1478,4737,7,1
1478,4753,7,4
1478,4819,7,1
1478,5324,7,1
1478,5642,7,1
1478,6152,7,1
1478,6729,7,1
1478,6786,7,2
1478,6787,4,1
1479,0,9,4
1479,1,9,7
1479,2,2,1
1479,6,9,2
1479,57,9,1
1479,76,9,2
1479,78,9,3
1479,102,2,1
1479,128,9,1
1479,135,2,1
1479,139,8,1
1479,139,9,1
1479,353,2,2
1479,538,9,1
1479,566,9,1
1479,852,9,1
1479,853,9,1
1479,992,9,1
1479,1169,9,2
1479,1180,9,1
1479,1316,9,1
1479,2998,9,1
1479,3834,9,1
1479,4346,9,1
1479,6788,9,1
1479,6789,9,1
1479,6790,9,1
1479,6791,9,1
1480,44,0,1
1480,132,4,1
1480,133,0,1
1480,289,0,1
1480,536,0,1
1480,921,4,2
1480,1034,0,1
1480,1099,4,1
1480,1109,4,2
1480,1174,0,3
1480,1394,4,1
1480,2245,0,1
1481,158,2,1
1481,211,2,1
1481,270,0,1
1481,273,0,2
1481,784,0,1
1481,1174,0,2
1481,1397,0,1
1481,1468,0,2
1481,1939,0,2
1481,2016,0,1
1481,2245,0,1
1481,2980,0,1
1481,2981,0,2
1481,3414,0,1
1481,3433,0,1
1481,3933,6,1
1481,4766,0,1
