doc,type,topic,count
359,594,0,4
359,906,1,1
359,909,6,1
359,1659,0,4
359,1969,0,1
359,2245,0,1
359,2484,0,1
359,3057,0,3
359,3058,1,1
359,3059,6,1
360,0,9,3
360,1,8,1
360,7,8,4
360,11,9,1
360,18,2,1
360,21,8,1
360,27,4,1
360,28,2,1
360,28,8,1
360,34,4,1
360,51,4,1
360,56,8,1
360,76,8,3
360,76,9,2
360,78,9,4
360,91,4,2
360,97,9,2
360,120,8,2
360,120,9,1
360,124,8,1
360,125,8,7
360,134,8,1
360,139,8,1
360,142,9,1
360,193,9,1
360,227,8,1
360,257,2,1
360,273,2,1
360,308,8,1
360,316,8,1
360,327,8,3
360,335,8,2
360,336,8,3
360,337,8,2
360,340,8,2
360,343,8,3
360,353,2,3
360,353,8,4
360,362,4,1
360,431,2,1
360,437,4,2
360,437,8,1
360,463,8,1
360,487,8,1
360,497,8,1
360,519,8,1
360,532,8,1
360,555,8,1
360,566,8,7
360,566,9,3
360,600,8,1
360,621,8,1
360,743,9,1
360,779,2,1
360,779,8,1
360,797,4,1
360,804,2,1
360,807,8,1
360,813,8,2
360,986,9,1
360,1023,4,1
360,1030,8,1
360,1045,9,2
360,1074,8,1
360,1098,8,1
360,1100,8,1
360,1135,8,1
360,1153,8,1
360,1183,8,1
360,1243,4,1
360,1250,8,1
360,1384,8,1
360,1433,9,1
360,1611,8,1
360,1660,4,1
360,1686,8,1
360,1903,9,1
360,2150,9,1
360,2288,8,1
360,2321,8,6
360,2328,8,2
360,2638,9,2
360,3043,8,1
360,3045,4,1
360,3045,8,1
360,3060,8,1
360,3061,8,1
360,3062,8,1
360,3063,8,1
360,3064,2,1
360,3065,8,1
360,3066,8,1
360,3067,9,1
360,3068,8,1
360,3069,8,1
360,3070,8,1
360,3071,4,1
360,3072,8,1
361,4,1,1
361,4,3,2
361,6,1,1
361,10,1,1
361,10,3,1
361,27,2,1
361,40,3,3
361,47,3,1
361,48,3,1
361,55,2,1
361,55,3,2
361,60,1,1
361,324,1,1
361,364,3,1
361,375,3,2
361,397,3,1
361,682,2,1
361,685,3,1
361,1340,1,2
361,1341,1,1
361,1341,3,3
361,1424,1,1
361,1435,3,1
361,1549,3,1
361,2740,4,1
361,3073,1,1
361,3074,2,1
361,3075,2,1
361,3076,3,1
361,3077,3,1
361,3078,3,1
361,3079,4,1
361,3080,7,1
362,0,9,3
362,6,9,1
362,44,1,1
362,74,9,2
362,76,9,1
362,113,9,1
362,282,1,1
362,404,9,1
362,438,9,1
362,443,9,1
362,773,1,1
362,775,1,1
362,784,4,1
362,813,1,1
362,815,1,2
362,889,1,2
362,1139,1,1
362,1159,9,1
362,1262,9,2
362,1545,8,1
362,1545,9,1
362,2062,9,1
362,2603,8,1
362,3081,9,5
362,3082,1,1
362,3083,1,1
362,3084,9,1
362,3085,1,1
363,2,4,1
363,4,1,3
363,6,1,2
363,34,1,2
363,34,4,2
363,42,1,1
363,46,1,1
363,51,4,1
363,60,1,2
363,65,1,4
363,65,2,1
363,89,2,1
363,91,4,1
363,112,1,1
363,116,1,1
363,117,1,1
363,158,4,1
363,227,1,1
363,237,4,1
363,251,1,1
363,262,1,1
363,277,1,1
363,295,1,1
363,313,1,1
363,318,1,2
363,348,1,2
363,402,1,1
363,554,4,1
363,578,2,1
363,593,6,1
363,626,1,1
363,667,1,1
363,686,1,1
363,775,1,1
363,783,1,3
363,856,1,1
363,859,4,1
363,888,1,2
363,903,1,1
363,906,1,1
363,921,4,1
363,936,1,2
363,976,1,1
363,1024,1,3
363,1048,1,1
363,1126,1,1
363,1432,1,1
363,1435,1,1
363,1585,1,1
363,1636,6,1
363,1766,4,1
363,1871,1,2
363,1902,1,3
363,1905,1,1
363,1924,1,1
363,2090,4,1
363,2191,1,1
363,2197,1,1
363,2252,1,1
363,2543,1,1
363,2639,1,3
363,2684,1,1
363,2741,1,1
363,2820,1,1
363,3086,1,12
363,3087,1,3
363,3088,1,3
363,3089,1,1
363,3090,1,1
363,3091,4,1
363,3092,1,2
363,3093,1,2
363,3094,1,3
363,3095,1,1
363,3096,1,2
363,3097,1,1
363,3098,1,1
363,3099,4,1
363,3100,1,1
363,3101,1,1
363,3102,1,1
363,3103,1,1
363,3104,5,1
363,3105,1,1
363,3106,1,2
363,3107,4,1
363,3108,1,1
363,3109,1,2
363,3110,1,1
363,3111,1,1
363,3112,1,1
363,3113,1,1
363,3114,1,1
363,3115,1,1
363,3116,1,1
363,3117,1,1
363,3118,1,1
363,3119,1,1
363,3120,1,1
363,3121,1,1
363,3122,1,1
363,3123,1,1
364,0,9,3
364,1,9,2
364,2,4,1
364,6,1,4
364,32,1,1
364,34,4,2
364,51,1,1
364,56,5,1
364,96,5,1
364,113,4,1
364,133,1,1
364,133,9,1
364,139,9,1
364,153,4,1
364,281,4,1
364,307,1,1
364,343,8,1
364,368,1,1
364,534,4,1
364,538,9,2
364,549,1,1
364,561,9,1
364,594,1,1
364,649,4,1
364,725,1,1
364,938,1,2
364,1211,1,1
364,1250,4,1
364,1250,9,1
364,1272,8,1
364,1739,4,1
364,1974,4,1
364,2244,9,1
364,2414,4,1
364,2614,9,1
364,2767,1,4
364,3124,1,1
364,3125,8,1
364,3126,1,1
364,3127,1,1
364,3128,1,1
364,3129,1,1
364,3130,1,1
364,3131,1,1
364,3132,1,1
365,4,8,1
365,40,3,2
365,47,3,1
365,79,8,1
365,85,3,1
365,130,3,2
365,154,8,1
365,158,3,1
365,182,3,2
365,194,8,1
365,199,3,2
365,267,8,1
365,362,3,1
365,480,8,1
365,483,8,3
365,499,8,3
365,727,8,3
365,751,8,3
365,833,8,3
365,974,3,2
365,1115,8,1
365,1311,8,1
365,2602,3,1
365,3005,8,1
365,3133,8,2
365,3134,8,1
365,3135,8,1
365,3136,3,1
366,12,7,1
366,40,3,1
366,47,3,1
366,158,2,1
366,181,2,1
366,188,1,1
366,349,2,1
366,353,2,1
366,464,3,1
366,614,3,2
366,1060,3,1
366,1151,3,1
366,1151,7,1
366,1279,4,1
366,2239,1,1
366,3137,2,1
366,3138,2,1
366,3139,3,1
367,5,9,1
367,9,0,1
367,76,8,1
367,183,8,2
367,353,2,1
367,451,1,1
367,499,8,3
367,685,4,1
367,707,2,1
367,1033,4,1
367,1073,8,1
367,1586,9,1
367,1969,0,2
367,2245,0,1
367,2452,0,1
367,2589,0,2
367,2601,8,1
368,10,3,1
368,23,7,1
368,40,3,3
368,47,3,1
368,130,3,1
368,182,3,1
368,220,3,1
368,369,3,1
368,375,3,3
368,464,3,1
368,722,3,1
368,1065,3,1
368,1328,3,1
368,1613,3,1
368,2256,3,3
368,2698,4,1
368,3140,3,1
369,12,8,1
369,34,1,1
369,56,8,1
369,87,1,1
369,130,3,1
369,153,8,1
369,194,8,1
369,267,8,2
369,313,1,1
369,432,1,2
369,483,8,1
369,499,8,1
369,516,1,2
369,564,2,1
369,589,3,1
369,594,1,1
369,641,3,1
369,720,1,1
369,825,1,1
369,891,1,1
369,949,1,2
369,1002,2,1
369,1394,3,1
369,1551,8,1
369,2264,1,1
369,2909,8,1
369,2913,8,1
369,3130,1,1
369,3141,1,1
369,3142,4,2
369,3143,1,1
370,0,8,1
370,0,9,2
370,21,8,2
370,51,8,1
370,65,2,1
370,74,2,1
370,153,8,2
370,201,8,1
370,204,8,1
370,206,8,1
370,278,8,1
370,329,2,1
370,353,8,1
370,359,8,1
370,443,4,1
370,466,4,1
370,473,9,1
370,487,8,1
370,598,9,1
370,614,2,1
370,657,9,1
370,722,2,1
370,722,8,1
370,751,8,1
370,813,8,4
370,843,8,1
370,898,9,1
370,1120,2,1
370,1262,8,1
370,1262,9,1
370,1396,8,1
370,1401,4,1
370,1480,2,1
370,1536,8,1
370,1544,8,2
370,1545,8,1
370,1838,2,1
370,1965,8,1
370,3144,8,2
370,3145,4,1
370,3146,2,1
370,3147,8,1
370,3148,2,1
370,3148,8,1
371,40,3,2
371,50,5,2
371,62,5,1
371,133,5,5
371,182,3,1
371,198,3,1
371,282,5,2
371,300,2,1
371,308,5,1
371,359,7,1
371,392,5,1
371,500,3,1
371,645,5,4
371,660,5,7
371,682,5,1
371,758,5,1
371,865,5,1
371,1003,5,2
371,1254,3,1
371,1404,5,1
371,1434,5,4
371,2136,4,1
371,2136,5,3
371,2492,3,1
371,2733,5,1
371,2751,5,2
371,3149,5,4
371,3150,5,1
371,3151,2,1
372,4,5,2
372,6,1,1
372,34,4,1
372,44,1,2
372,44,4,1
372,44,5,1
372,47,3,4
372,48,3,2
372,56,4,1
372,65,1,1
372,97,3,1
372,117,4,1
372,153,4,1
372,158,5,1
372,313,4,2
372,316,3,1
372,404,9,1
372,424,5,1
372,472,4,1
372,486,5,2
372,584,4,1
372,646,5,1
372,657,5,1
372,743,5,1
372,867,4,1
372,1024,3,1
372,1145,4,1
372,1274,1,1
372,1392,3,3
372,1653,0,1
372,1653,5,6
372,1895,5,2
372,2189,4,1
372,2455,5,1
372,2523,3,1
372,3152,5,8
372,3153,5,1
372,3154,4,1
372,3155,5,1
372,3156,5,1
372,3157,5,3
372,3158,5,2
372,3159,5,2
372,3160,4,1
372,3161,1,1
372,3162,5,1
372,3163,3,1
372,3164,4,1
372,3165,3,1
373,0,9,3
373,5,3,1
373,7,7,1
373,9,9,2
373,10,9,2
373,13,9,1
373,51,4,1
373,89,3,1
373,206,4,1
373,253,7,1
373,375,3,1
373,375,9,1
373,489,7,1
373,906,7,1
373,963,2,1
373,1151,7,1
373,2952,3,1
373,3166,7,1
373,3167,3,1
374,37,2,1
374,40,3,1
374,51,2,1
374,130,3,2
374,133,1,1
374,182,3,3
374,188,3,1
374,264,2,1
374,296,3,1
374,318,1,1
374,318,2,1
374,594,1,1
374,752,3,1
374,753,3,1
374,1037,1,1
374,1249,2,1
374,1538,3,1
374,1577,1,1
374,1577,3,1
374,1613,3,1
374,3168,3,4
375,0,9,2
375,1,9,5
375,2,4,1
375,2,9,1
375,13,8,1
375,13,9,1
375,17,2,1
375,19,8,1
375,36,2,1
375,55,2,1
375,74,9,1
375,84,8,1
375,127,8,1
375,139,8,1
375,195,9,1
375,196,8,1
375,240,4,1
375,253,9,1
375,264,8,1
375,264,9,1
375,288,9,2
375,319,4,1
375,343,8,2
375,487,8,1
375,518,8,3
375,555,8,1
375,575,8,1
375,606,4,1
375,606,9,1
375,764,9,1
375,807,8,1
375,813,8,2
375,1335,8,1
375,2030,4,1
375,2673,9,1
375,3169,8,1
375,3170,5,1
375,3171,8,1
375,3172,1,1
376,0,8,1
376,0,9,4
376,1,8,1
376,1,9,2
376,34,4,1
376,34,6,1
376,75,9,1
376,158,4,1
376,204,9,1
376,316,4,1
376,337,8,1
376,337,9,5
376,525,9,2
376,583,4,1
376,641,4,1
376,783,4,1
376,1153,8,2
376,1164,4,1
376,1243,4,1
376,1329,4,1
376,1561,4,1
376,1678,6,1
376,2047,4,1
376,2222,4,1
376,2364,4,1
376,3173,6,1
376,3174,9,1
376,3175,5,1
377,0,9,2
377,1,9,3
377,5,9,1
377,34,1,1
377,41,3,3
377,76,9,1
377,121,9,1
377,135,9,1
377,144,9,2
377,208,9,2
377,227,4,1
377,253,9,1
377,281,4,1
377,319,4,1
377,353,9,1
377,405,1,1
377,479,1,2
377,490,1,1
377,512,4,2
377,518,3,1
377,534,4,1
377,564,4,1
377,724,4,1
377,853,9,2
377,936,1,1
377,1000,4,1
377,1139,1,1
377,1230,1,1
377,1314,9,1
377,1401,1,1
377,1546,1,1
377,1668,9,1
377,1688,9,4
377,1784,4,1
377,2150,9,1
377,2208,4,1
377,2966,4,1
377,3176,9,4
377,3177,9,2
377,3178,9,1
377,3179,5,2
377,3180,4,1
378,62,9,1
378,79,0,1
378,91,4,1
378,130,5,1
378,192,4,1
378,230,0,7
378,230,1,3
378,230,4,1
378,240,4,1
378,282,5,1
378,289,0,2
378,319,4,1
378,390,3,1
378,414,4,1
378,415,1,1
378,594,0,2
378,785,4,6
378,812,1,1
378,1122,0,1
378,1123,0,4
378,1123,4,1
378,1224,1,1
378,1282,4,1
378,1403,1,1
378,1585,4,1
378,1766,4,1
378,1969,0,1
378,2029,4,1
378,2148,3,1
378,2245,0,5
378,2247,0,1
378,2332,4,1
378,2358,4,1
378,3181,4,2
378,3182,5,1
378,3183,1,1
378,3184,1,2
378,3185,0,1
379,10,3,3
379,40,3,2
379,1279,4,2
379,1279,8,1
379,1341,3,2
379,3186,5,1
380,12,8,1
380,55,2,1
380,55,8,1
380,74,2,1
380,90,8,1
380,113,0,1
380,201,0,1
380,201,2,1
380,257,2,1
380,264,8,2
380,282,8,1
380,326,0,2
380,326,8,1
380,335,0,1
380,336,8,1
380,435,3,1
380,437,8,1
380,438,8,1
380,476,0,1
380,476,8,1
380,499,8,3
380,529,0,1
380,575,2,1
380,575,8,3
380,594,0,1
380,898,0,1
380,956,4,1
380,1087,8,1
380,1108,8,1
380,1134,8,1
380,1354,0,1
380,1969,0,5
380,2098,0,1
380,2245,0,1
380,2447,2,1
380,2601,8,1
380,3136,8,1
380,3187,0,4
380,3188,8,1
380,3189,8,2
380,3190,0,1
380,3191,8,1
380,3192,0,1
381,40,3,3
381,85,2,1
381,85,3,1
381,89,3,1
381,102,1,1
381,102,3,1
381,182,3,1
381,185,3,1
381,201,2,1
381,206,4,1
381,267,3,1
381,278,4,1
381,374,3,1
381,443,1,1
381,564,2,1
381,614,3,1
381,829,1,1
381,911,3,1
381,1427,3,1
381,1428,3,1
381,1814,3,2
381,2000,3,1
381,2840,1,1
381,3193,4,1
382,0,8,1
382,4,1,1
382,4,7,1
382,6,1,1
382,7,8,1
382,10,0,1
382,58,1,5
382,60,1,1
382,73,1,1
382,91,4,1
382,91,8,1
382,102,4,1
382,117,1,1
382,117,4,1
382,253,7,1
382,284,1,1
382,378,1,1
382,392,8,1
382,398,4,1
382,476,8,1
382,484,0,3
382,494,4,1
382,497,4,1
382,601,1,3
382,722,1,1
382,807,8,1
382,813,8,1
382,1410,4,1
382,1944,1,1
382,1956,7,1
382,2201,8,1
382,2428,8,1
382,2472,8,1
382,3047,0,1
382,3084,8,1
382,3192,0,2
382,3194,7,1
382,3195,8,6
382,3196,0,1
382,3197,0,1
382,3198,1,1
382,3199,8,1
382,3200,0,1
382,3201,1,1
383,27,4,1
383,40,3,3
383,47,3,2
383,113,3,1
383,130,3,3
383,267,3,1
383,375,3,1
383,399,3,1
383,429,3,1
383,1176,3,1
384,0,9,1
384,4,1,2
384,10,3,2
384,130,3,5
384,253,0,1
384,282,3,2
384,364,3,1
384,368,7,1
384,375,3,1
384,516,1,2
384,1097,3,2
384,1174,3,1
384,1755,1,1
385,0,9,2
385,9,9,1
385,158,2,1
385,201,2,1
385,253,0,1
385,253,9,2
385,359,9,1
385,399,8,1
385,431,2,1
385,572,2,1
385,595,8,2
385,807,8,3
385,1109,4,1
385,1126,9,1
385,1127,8,1
385,1502,2,1
385,1515,2,2
385,1830,2,2
385,2150,9,1
385,2245,0,3
385,2452,0,2
385,2452,9,2
385,2591,8,1
385,3202,8,1
385,3203,9,1
385,3204,9,1
385,3205,2,2
385,3206,2,1
385,3207,4,1
386,2,0,1
386,6,8,1
386,7,0,1
386,7,8,2
386,60,1,4
386,73,1,1
386,103,5,1
386,174,1,2
386,219,1,1
386,219,3,1
386,227,1,1
386,264,1,1
386,264,8,1
386,289,1,2
386,308,5,1
386,316,5,1
386,414,0,1
386,416,5,1
386,451,1,1
386,495,8,1
386,498,1,1
386,499,8,1
386,540,1,1
386,564,0,1
386,564,8,1
386,571,1,1
386,670,5,1
386,722,1,1
386,835,1,1
386,835,8,1
386,868,1,2
386,880,1,1
386,901,1,1
386,927,1,1
386,939,8,1
386,1015,1,1
386,1037,5,1
386,1044,8,1
386,1067,1,1
386,1092,5,1
386,1095,1,1
386,1176,3,1
386,1187,8,1
386,1194,8,1
386,1268,1,1
386,1343,8,1
386,1353,1,1
386,1384,8,1
386,1425,8,1
386,1536,8,1
386,1550,1,1
386,1550,5,2
386,1551,8,1
386,1658,1,1
386,1682,5,1
386,1875,8,1
386,2199,1,1
386,2223,5,1
386,2239,5,1
386,2302,5,1
386,2314,1,1
386,2378,1,1
386,2378,5,6
386,2489,0,1
386,2588,0,1
386,2626,1,2
386,2665,0,1
386,2665,1,1
386,2790,5,1
386,2823,5,3
386,2956,1,2
386,2991,1,1
386,3196,1,1
386,3208,1,1
386,3209,5,1
386,3210,5,1
386,3211,5,1
386,3212,1,2
386,3213,1,1
386,3214,1,4
386,3215,5,1
386,3216,1,1
386,3217,5,1
386,3218,1,1
386,3219,1,1
386,3220,8,3
386,3221,5,1
386,3222,1,2
386,3223,1,3
386,3224,1,1
386,3225,5,1
386,3226,1,1
386,3227,5,2
386,3228,5,1
386,3229,8,1
386,3230,1,2
386,3231,8,1
386,3232,5,1
386,3233,1,1
386,3234,5,1
386,3235,5,1
386,3236,5,1
386,3237,1,1
386,3238,5,1
386,3239,5,1
386,3240,5,1
386,3241,8,1
386,3242,5,1
386,3243,5,1
386,3244,5,1
386,3245,5,1
386,3246,0,1
386,3247,5,1
386,3248,1,1
386,3249,1,1
386,3250,5,1
386,3251,5,1
386,3252,5,1
386,3253,5,1
386,3254,5,1
386,3255,1,1
386,3256,1,1
386,3257,5,1
387,15,4,1
387,197,1,1
387,197,4,1
387,429,0,1
387,429,4,1
387,773,0,1
387,773,1,1
387,1432,0,1
387,2996,4,1
387,3258,0,1
387,3259,1,1
387,3260,4,1
387,3261,1,1
388,1,9,1
388,12,8,1
388,55,2,1
388,76,9,2
388,77,9,1
388,84,8,2
388,91,4,1
388,116,4,1
388,142,9,1
388,172,1,1
388,188,4,1
388,336,8,1
388,343,8,3
388,402,4,1
388,463,1,1
388,463,4,2
388,564,4,1
388,790,4,1
388,1317,8,2
388,1401,4,1
388,1515,9,1
388,1672,1,1
388,2060,2,1
388,2062,8,1
388,2143,4,1
388,2150,9,1
388,2185,8,1
388,2368,1,1
388,2921,8,1
388,3262,8,2
388,3263,4,1
388,3264,9,1
388,3265,8,1
388,3266,8,3
388,3267,8,2
388,3268,4,1
388,3268,8,1
388,3269,1,1
388,3270,4,1
389,40,3,1
389,41,3,1
389,47,3,1
389,90,4,1
389,130,3,3
389,158,3,1
389,170,3,1
389,182,3,1
389,208,3,2
389,282,2,1
389,322,2,2
389,353,2,1
389,357,2,2
389,357,3,2
389,476,2,2
389,564,2,1
389,1016,5,1
389,1681,0,1
389,1806,3,1
389,2790,5,1
389,3271,3,1
389,3272,2,1
389,3273,3,1
389,3274,2,1
389,3275,3,1
390,34,3,1
390,40,3,2
390,47,3,2
390,113,3,1
390,130,3,3
390,158,2,1
390,220,3,1
390,374,3,1
390,399,2,1
390,399,3,2
390,528,2,1
390,614,3,1
390,645,5,1
390,753,3,1
390,1176,3,2
390,1556,3,1
390,2479,9,1
390,3134,8,2
390,3276,5,1
390,3277,9,1
391,40,3,1
391,48,3,1
391,130,3,2
391,157,3,1
391,182,3,2
391,357,3,1
391,375,3,4
391,753,3,2
391,1176,3,4
391,3278,3,1
391,3279,4,1
392,0,9,3
392,1,9,7
392,5,1,1
392,10,1,1
392,18,2,1
392,22,8,1
392,115,4,1
392,115,9,1
392,135,9,1
392,224,8,1
392,234,9,1
392,237,4,1
392,288,9,1
392,316,8,1
392,335,8,3
392,353,2,1
392,398,4,1
392,427,2,1
392,485,2,1
392,493,9,1
392,494,9,1
392,549,4,1
392,657,9,3
392,807,8,2
392,813,8,3
392,853,9,2
392,888,3,1
392,1022,8,1
392,1022,9,1
392,1099,4,1
392,1169,8,1
392,1321,9,1
392,1709,4,2
392,1941,9,1
392,2043,9,1
392,2078,9,1
392,2101,4,1
392,2105,9,1
392,2459,9,1
392,2764,8,1
392,3280,9,2
392,3281,9,4
392,3282,2,1
392,3283,9,1
392,3284,1,1
392,3285,9,2
392,3286,1,1
392,3287,9,1
392,3288,9,1
392,3289,2,1
392,3290,1,1
392,3290,9,1
392,3291,9,2
392,3292,9,2
392,3293,9,1
392,3294,1,1
392,3295,2,1
392,3296,9,1
392,3297,2,1
392,3298,1,1
393,40,3,1
393,47,3,2
393,57,3,3
393,62,3,3
393,117,7,1
393,158,3,2
393,210,3,1
393,227,3,1
393,295,3,1
393,500,3,3
393,536,3,1
393,897,3,3
393,926,3,2
393,927,3,4
393,1144,3,1
393,1163,3,1
393,1709,3,5
393,1892,3,1
393,3111,1,1
393,3299,3,3
393,3300,3,1
393,3301,7,1
393,3302,3,1
394,2,4,1
394,4,1,1
394,4,5,2
394,85,1,1
394,91,4,1
394,109,0,2
394,243,4,1
394,269,0,1
394,286,1,1
394,378,1,1
394,443,0,1
394,513,4,1
394,572,4,1
394,679,5,3
394,705,0,1
394,813,1,1
394,898,0,1
394,1099,0,1
394,1103,4,1
394,1109,4,4
394,1145,0,1
394,1520,4,1
394,1692,0,1
394,1692,4,1
394,1790,0,1
394,1940,0,2
394,1969,0,1
394,2245,0,5
394,2311,0,1
394,2332,4,1
394,3192,0,1
394,3303,5,1
395,18,2,1
395,40,3,3
395,47,3,1
395,51,4,1
395,85,4,1
395,88,4,5
395,102,3,2
395,130,3,1
395,158,3,2
395,203,3,3
395,256,2,1
395,322,2,1
395,359,2,1
395,364,3,1
395,513,4,1
395,536,3,1
395,824,2,1
395,1364,3,3
395,1584,2,1
395,2154,3,1
395,3304,3,1
395,3305,4,2
395,3306,3,1
395,3307,4,1
395,3308,3,1
395,3309,2,1
395,3310,3,2
395,3311,3,3
395,3312,3,2
396,0,9,5
396,1,9,4
396,2,9,1
396,4,8,1
396,4,9,3
396,5,4,1
396,10,9,1
396,27,4,1
396,34,4,1
396,62,9,1
396,65,2,1
396,74,9,1
396,76,9,4
396,90,4,1
396,91,8,1
396,119,9,1
396,120,8,2
396,120,9,4
396,130,9,1
396,133,9,3
396,134,9,1
396,158,4,1
396,182,9,1
396,196,4,1
396,196,8,1
396,276,9,1
396,281,4,1
396,288,9,1
396,399,4,1
396,405,1,1
396,497,4,1
396,497,9,1
396,529,9,2
396,538,9,3
396,555,9,6
396,557,9,1
396,563,2,1
396,573,4,1
396,590,4,1
396,600,4,1
396,700,1,1
396,721,9,1
396,796,9,1
396,850,1,1
396,853,9,1
396,872,9,3
396,1001,9,1
396,1018,9,5
396,1023,9,2
396,1034,9,4
396,1045,9,2
396,1048,4,1
396,1073,9,1
396,1153,8,1
396,1170,9,2
396,1187,4,1
396,1213,9,1
396,1243,4,1
396,1284,4,1
396,1435,4,1
396,1486,2,2
396,1585,9,1
396,1860,4,3
396,1897,4,1
396,1943,4,1
396,2126,9,1
396,2215,9,2
396,2328,4,1
396,2354,1,1
396,2492,2,1
396,2769,1,1
396,2841,1,1
396,3054,4,1
396,3255,9,3
396,3313,9,1
396,3314,4,1
396,3315,1,1
396,3316,9,1
396,3317,9,3
396,3318,9,1
396,3319,9,1
396,3320,2,1
396,3321,9,1
396,3322,9,3
396,3323,9,1
396,3324,9,1
397,0,9,4
397,1,9,2
397,30,9,1
397,122,9,1
397,127,9,1
397,133,9,1
397,170,9,1
397,1065,9,1
397,1328,3,1
397,2269,9,1
397,3020,9,2
397,3325,9,3
397,3326,9,1
397,3327,9,1
397,3328,9,1
398,40,3,1
398,41,3,1
398,47,3,1
398,82,1,1
398,121,3,1
398,130,3,1
398,144,3,1
398,260,3,2
398,353,2,1
398,438,1,1
398,438,3,2
398,885,1,1
398,1311,3,1
398,1346,2,1
398,2144,2,1
398,2443,2,1
398,2772,2,1
399,104,4,1
399,126,6,1
399,158,6,1
399,249,7,1
399,253,7,3
399,256,7,1
399,307,2,1
399,324,2,1
399,353,2,1
399,365,2,1
399,401,7,1
399,785,4,3
399,916,4,1
399,929,4,1
399,974,2,1
399,1116,6,1
399,1155,4,1
399,1178,4,1
399,1250,7,1
399,1713,6,1
399,1718,7,1
399,2135,7,2
399,2138,7,1
399,2502,7,1
399,2503,7,2
399,2550,7,1
399,2551,7,1
399,2792,6,1
399,3074,2,1
399,3151,2,1
399,3329,6,1
399,3330,7,1
399,3331,7,1
400,6,0,2
400,25,4,1
400,44,0,1
400,124,0,1
400,794,0,1
400,1095,0,1
400,1145,0,2
400,1969,0,2
400,2245,0,1
400,2247,0,1
400,2865,0,1
400,3332,0,1
400,3333,0,1
400,3334,0,1
400,3335,0,1
400,3336,0,1
400,3337,0,1
400,3338,0,1
401,40,3,2
401,56,4,1
401,57,5,1
401,115,5,1
401,119,2,1
401,130,3,2
401,153,4,1
401,157,2,1
401,157,3,1
401,266,3,1
401,282,7,1
401,300,5,1
401,349,5,1
401,438,3,1
401,777,5,1
401,2515,3,1
401,2515,5,1
401,2597,4,1
401,3339,5,1
401,3340,2,1
401,3341,5,1
402,2,0,1
402,2,4,3
402,4,1,1
402,38,1,1
402,44,4,1
402,91,4,2
402,116,1,2
402,139,4,1
402,226,1,1
402,249,6,2
402,261,4,1
402,320,1,1
402,392,4,2
402,402,1,1
402,516,1,3
402,600,4,1
402,613,1,4
402,641,1,1
402,696,1,1
402,722,1,1
402,807,1,1
402,856,0,1
402,913,4,1
402,945,1,2
402,1016,4,1
402,1024,1,2
402,1040,0,1
402,1246,4,1
402,1337,1,1
402,1384,4,1
402,1435,4,1
402,1885,4,1
402,2229,4,1
402,2239,1,1
402,2558,1,9
402,2761,1,1
402,2903,0,1
402,3342,1,1
402,3343,0,1
402,3344,1,1
402,3345,0,1
402,3346,0,5
402,3347,1,3
402,3348,4,1
402,3349,1,1
402,3350,1,1
402,3351,1,1
402,3352,4,1
402,3353,1,1
402,3354,1,1
402,3355,1,1
403,0,9,2
403,90,1,2
403,130,3,1
403,231,1,2
403,256,3,1
403,266,3,2
403,375,3,1
403,411,1,1
403,513,1,1
403,613,1,2
403,648,1,1
403,1139,1,1
403,1346,1,1
403,1952,1,3
403,3356,1,1
404,0,9,2
404,4,1,1
404,4,7,1
404,28,9,2
404,76,9,1
404,96,1,1
404,128,9,1
404,378,2,1
404,582,9,1
404,594,0,2
404,796,9,1
404,853,9,1
404,856,1,1
404,872,9,3
404,1598,4,1
404,1799,9,2
404,2025,0,1
404,2492,4,1
404,3132,1,1
404,3357,0,1
404,3358,1,1
404,3359,1,1
404,3360,1,2
404,3361,0,1
404,3362,1,1
404,3363,1,1
404,3364,9,1
404,3365,9,1
404,3366,1,1
404,3367,1,2
404,3368,0,1
404,3368,2,1
405,0,9,1
405,1,9,1
405,73,0,1
405,73,1,1
405,548,0,1
405,594,0,2
405,688,1,2
405,805,2,1
405,3369,2,1
405,3370,0,1
405,3371,2,1
405,3372,9,1
405,3373,0,1
405,3374,0,1
405,3375,0,1
406,0,9,2
406,109,4,1
406,234,4,1
406,548,9,1
406,594,1,2
406,612,1,1
406,612,4,1
406,645,4,1
406,1974,1,1
406,2114,4,1
406,2957,1,4
407,129,2,2
407,253,7,1
407,307,2,1
407,336,7,1
407,353,2,2
407,476,2,1
407,476,7,1
407,499,8,2
407,1087,7,1
407,1462,1,1
407,1490,8,1
407,1720,7,1
407,1989,8,1
407,2163,7,2
407,2502,7,4
407,2551,7,2
407,2785,7,1
407,3151,2,1
407,3376,2,3
407,3377,7,3
407,3378,7,1
407,3379,7,1
407,3380,7,1
408,0,9,6
408,1,9,1
408,4,1,2
408,10,9,1
408,11,9,1
408,65,1,2
408,73,1,3
408,76,9,1
408,78,9,1
408,80,9,3
408,81,9,2
408,83,3,1
408,83,4,2
408,102,1,1
408,113,9,1
408,120,9,3
408,130,9,1
408,138,9,2
408,142,9,3
408,158,3,1
408,182,3,1
408,227,4,1
408,230,9,1
408,300,9,1
408,366,1,1
408,366,4,1
408,427,3,1
408,439,9,1
408,443,4,1
408,499,1,1
408,538,9,1
408,547,4,1
408,564,4,2
408,575,3,1
408,598,9,2
408,649,4,1
408,850,1,1
408,936,1,1
408,1018,9,1
