UserID,Country,Latitude,Longitude
2622719,Moldova,47.411631,28.369885
4892142,Moldova,47.411631,28.369885
6717344,Morocco,31.791702,-7.09262
4387280,Myanmar,21.916221,95.955974
1416784,Nepal,28.394857,84.124008
7422101,Netherlands,52.132633,5.291266
1857292,Netherlands,52.132633,5.291266
4161590,Netherlands,52.132633,5.291266
269699,Netherlands,52.132633,5.291266
241513,Netherlands,52.132633,5.291266
233046,Netherlands,52.132633,5.291266
255966,Netherlands,52.132633,5.291266
1617330,Netherlands,52.132633,5.291266
1016026,Netherlands,52.132633,5.291266
423309,Netherlands,52.132633,5.291266
4901806,Netherlands,52.132633,5.291266
558328,Netherlands,52.132633,5.291266
5021082,Netherlands,52.132633,5.291266
5087998,Netherlands,52.132633,5.291266
1328988,New Zealand,-40.900557,174.885971
6528348,New Zealand,-40.900557,174.885971
665554,New Zealand,-40.900557,174.885971
431359,New Zealand,-40.900557,174.885971
76852,New Zealand,-40.900557,174.885971
9232360,New Zealand,-40.900557,174.885971
2838910,Nicaragua,12.865416,-85.207229
250630,Norway,60.472024,8.468946
100894,Norway,60.472024,8.468946
2266185,Norway,60.472024,8.468946
2425475,Norway,60.472024,8.468946
22146,Norway,60.472024,8.468946
3571,Norway,60.472024,8.468946
1953652,Norway,60.472024,8.468946
1014525,Norway,60.472024,8.468946
7372923,Oman,21.4735329,55.975413
11882862,Pakistan,30.375321,69.345116
9433509,Pakistan,30.375321,69.345116
3081929,Pakistan,30.375321,69.345116
3560007,Pakistan,30.375321,69.345116
4980644,Pakistan,30.375321,69.345116
3107246,Pakistan,30.375321,69.345116
8758660,Pakistan,30.375321,69.345116
1061723,Pakistan,30.375321,69.345116
3343863,Pakistan,30.375321,69.345116
6694595,Pakistan,30.375321,69.345116
2013197,Pakistan,30.375321,69.345116
3851726,Pakistan,30.375321,69.345116
1702957,Pakistan,30.375321,69.345116
3701429,Pakistan,30.375321,69.345116
1091166,Pakistan,30.375321,69.345116
560654,Pakistan,30.375321,69.345116
